SMILES
ClC(=O)CCC(Cl)=O
CCCCO.O[P](O)(O)=O
CCC\C=N/O
CCC#C
CC#CC
CC(O)C#C
CCCC(=O)OCC=C
CCCCCOC(=O)CCC
CC\C(C)=N\O
C\C=C/CO
ClC(=O)\C=C\C(Cl)=O
C=CCC#N
C/C=C/C#N
COC(=O)\C=C\C
CCOC(=O)\C=C\C
Nc1ccc(cc1)[S](O)(=O)=O
ClC(=O)c1ccc(cc1)C(Cl)=O
Cc1ccc(cc1)[S](Cl)(=O)=O
Nc1ccc(cc1)N=C=S
Sc1ccc(Cl)cc1
CCCCCCCCCc1ccc(O)cc1
O[S](=O)(=O)c1ccc(cc1)[N+]([O-])=O
NNC(=O)c1ccc(cc1)[N+]([O-])=O
CCc1ccc(cc1)[N+]([O-])=O
CC(C)c1ccc(O)cc1
C1Cc2cccc3cccc1c23
C(OCC1CO1)C2CO2
Oc1c(Cl)cc(Cl)c(Cl)c1Cc2c(O)c(Cl)cc(Cl)c2Cl
Nc1ccc(Cc2ccc(N)c(Cl)c2)cc1Cl
NCCCNCCCN
Cc1ccc(N)cc1N
[H+].[H+].[Cl-].[Cl-].Cc1cc(N)ccc1N
Cc1c(N)cccc1N
Nc1ccc(cc1)c2ccc(N)cc2
BrC(c1ccccc1)c2ccccc2
[H+].[Cl-].NN(c1ccccc1)c2ccccc2
N(Nc1ccccc1)c2ccccc2
CCCSCCC
ICI
CCCCN(CCCC)c1ccccc1
CCO[P](=S)(OCC)SC1OCCOC1S[P](=S)(OCC)OCC
OC(CF)CF
Fc1ccccc1F
Fc1cccc(F)c1
Fc1ccc(F)cc1
FCF
CC(F)F
C1C2C=CC1C=C2
C1CCC(CC1)NC2CCCCC2
CN(C)CCC#N
CO[P](=S)(OC)Oc1ccc(cc1)[S](=O)(=O)N(C)C
CN(C)C(Cl)=O
CN(C)c1ccc(cc1)N=Nc2ccc(cc2)[As](O)(O)=O
Cc1ccccc1C
Cc1cccc(O)c1C
Cc1ccc(O)c(C)c1
Cc1ccc(C)c(O)c1
Cc1cccc(C)c1O
Cc1ccc(O)cc1C
Cc1cc(C)cc(O)c1
CO[P](=O)(OC)C(O)C(Cl)(Cl)Cl
COC(=O)\C=C(/C)O[P](=O)(OC)OC
CC1(C)CCOCO1
CC1COC(C)CO1
CC(=C)CCC(C)=C
CC(C)=CC=C(C)C
CC(C)C(C)=C
CC(C)=C(C)C
C[C@H]1C[C@H](C)C(=O)[C@@H](C1)[C@H](O)CC2CC(=O)NC(=O)C2
CC(C)C\C=C\C(C)C
CC(C)C(=O)C(C)C
CO[P](=O)(OC)Oc1ccc(SC)cc1
Cc1cc(ccc1N)c2ccc(N)c(C)c2
CN(C)[S](=O)(=O)N(SC(F)(Cl)Cl)c1ccccc1
CO[P](=O)(OC)OC(Br)C(Cl)(Cl)Br
CO[P](=S)(OC)Oc1ccc(SC)c(C)c1
CO[P](=O)(OC)OC(/C)=C/C(=O)OC(C)c1ccccc1
CCN(CC)C(=O)\C(Cl)=C(/C)O[P](=O)(OC)OC
COC1=NN(CS[P](=S)(OC)OC)C(=O)S1
CO[P](=O)(OC)SCCSC
CCSCCS[P](=S)(OC)OC
CO[P](=S)(OC)SCN1N=Nc2ccccc2C1=O
CNC(=O)CS[P](=O)(OC)OC
CO[P](=S)(OC)SCC(=O)N1CCOCC1
CO[P](=S)(OC)SCN1C(=O)c2ccccc2C1=O
CCO[P](=S)(OCC)SCN1N=Nc2ccccc2C1=O
CCOC(=O)CC(S[P](=S)(OC)OC)C(=O)OCC
CNC(=O)Oc1cc(C)c(N(C)C)c(C)c1
CNC(=O)Oc1ccc(N(C)C)c(C)c1
COc1ccc2C(=O)C(=C(Oc2c1CN(C)C)c3ccccc3)C
CN(C)CC#N
Cc1cccc(C)c1N
Cc1cc(C)cc(c1)C(Cl)=O
Cc1ccnc(C)c1
Cc1ccc(C)nc1
Cc1cccc(C)n1
Cc1ccncc1C
Cc1cncc(C)c1
CN(C)Cc1ccccc1
CCCN(C)C
CN(C)CCCO
COC(=O)C(C)(C)C
CC(C)CC(C)N
CO[P](=O)(OC)Oc1ccc(cc1)[N+]([O-])=O
CC1COC(C)CO1
Cc1oc(C)cc1
CCCCCC(C)(C)C
CCCCC(C)C(C)C
CCCC(C)CC(C)C
CCC(C)CCC(C)C
CCCCC(C)(C)CC
CCCC(C)C(C)CC
CCC(C)CC(C)CC
CCCC(C)(C)CCC
CN(C)C1CCCCC1
CC1(C)CCCCC1
CC1CCCCC1C
CC1CCCC(C)C1
CC1CCC(C)CC1
CC1(C)CCCC1
CC1CCCC1C
CC1CCC(C)C1
CCCCC(C)(C)C
CCCC(C)C(C)C
CCC(C)CC(C)C
CCCC(C)(C)CC
CCC(C)C(C)CC
CNNC
CO[P](Cl)(=S)OC
COC(CCl)OC
CN1CCN(C)CC1
CCC(C)C(C)C=O
CCCC(C)(C)C
CCC(C)C(C)C
CC(C)CC(C)C
CCC(C)(C)CC
CC(O)CN(C)C
COc1cccc(OC)c1C(Cl)=O
COC(C)(C)OC
COC(C)OC
O=CC1CCC=CO1
Nc1ccc(SSc2ccc(N)cc2)cc1
CSSC
ClC1=C(Cl)C(=O)c2ccccc2C1=O
ClC/C=C/CCl
Clc1cccc(Cl)c1
Nc1cccc(Cl)c1Cl
Nc1ccc(Cl)cc1Cl
Nc1cc(Cl)ccc1Cl
Nc1c(Cl)cccc1Cl
Nc1cc(Cl)cc(Cl)c1
Oc1cccc(Cl)c1Cl
Oc1cc(Cl)ccc1Cl
Oc1c(Cl)cccc1Cl
Oc1ccc(Cl)c(Cl)c1
NC(=S)N=NNc1ccc(Cl)c(Cl)c1
ClC(=O)c1ccc(Cl)cc1Cl
CC(Oc1ccc(Cl)cc1Cl)C(O)=O
ClCc1ccc(Cl)c(Cl)c1
CC(=O)C(Cl)Cl
ClCC(=O)CCl
ClCCCCl
C\C(Cl)=C\Cl
ClCCCCCl
FC(F)(Cl)Cl
CCOC(Cl)CCl
ClP(Cl)c1ccccc1
Cc1ccc(Cl)cc1Cl
Cc1cc(Cl)ccc1Cl
Cc1c(Cl)cccc1Cl
Cc1ccc(Cl)c(Cl)c1
ClC(Cl)c1ccccc1
Nc1ccc(cc1Cl)c2ccc(N)c(Cl)c2
OC(=O)/C(Cl)=C(/Cl)C=O
FC(F)(Cl)C(F)(F)Cl
ClCCCCCCl
[O-][N+](=O)c1cccc(Cl)c1Cl
[O-][N+](=O)c1ccc(Cl)cc1Cl
[O-][N+](=O)c1cc(Cl)ccc1Cl
[O-][N+](=O)c1ccc(Cl)c(Cl)c1
FC(Cl)Cl
ClC(Cl)C#N
OC(=O)C(Cl)Cl
COC(=O)C(Cl)Cl
CCOC(=O)C(Cl)Cl
OCC#CCO
Oc1ccc(c2C(=O)c3c(O)ccc(c3C(=O)c12)[N+]([O-])=O)[N+]([O-])=O
CNC[C@H](O)c1ccc(O)c(O)c1
Oc1ccc(O)c(C#N)c1C#N
CNC(=O)Oc1cccc2CC(C)(C)Oc12
C1COC=CC1
ClC1=C(Cl)C(=O)C(=C(C#N)C1=O)C#N
O=[S]1(=O)N2CN3CN1CN(C2)[S]3(=O)=O
CCCCCO[P](O)(=O)OCCCCC
C=CCNCC=C
C=CCN(CC=C)C#N
C=CCSCC=C
C=CCOCC=C
Nc1cc(cc(c1O)[N+]([O-])=O)[N+]([O-])=O
[O-][N+](=O)c1cccc(c1)[N+]([O-])=O
[O-][N+](=O)c1ccc(cc1)[N+]([O-])=O
Nc1c(cccc1[N+]([O-])=O)[N+]([O-])=O
Nc1cc(cc(c1)[N+]([O-])=O)[N+]([O-])=O
Oc1ccc(cc1[N+]([O-])=O)[N+]([O-])=O
Oc1cc(ccc1[N+]([O-])=O)[N+]([O-])=O
Oc1c(cccc1[N+]([O-])=O)[N+]([O-])=O
[O-][N+](=O)CCC[N+]([O-])=O
CC(C)([N+]([O-])=O)[N+]([O-])=O
[O-][N+](=O)c1ccc(Nc2ccccc2)c(c1)[N+]([O-])=O
[O-][N+](=O)N1C2NC(=O)N(C2NC1=O)[N+]([O-])=O
Oc1ccc(c(O)c1[N+]([O-])=O)[N+]([O-])=O
[O-][N+](=O)c1cccc(c2ccccc2)c1[N+]([O-])=O
[O-][N+](=O)c1ccc(CCl)c(c1)[N+]([O-])=O
[O-][N+](=O)c1cccc2c1cccc2[N+]([O-])=O
[O-][N+](=O)c1cccc2cccc(c12)[N+]([O-])=O
Oc1c2ccccc2c(cc1[N+]([O-])=O)[N+]([O-])=O
[O-][N+](=O)c1ccc2c(Cc3cc(ccc23)[N+]([O-])=O)c1
CC(=O)C(Br)CBr
Oc1c(Br)cc(cc1Br)C#N
Brc1ccccc1Br
Nc1ccc(Br)cc1Br
Nc1cc(Br)ccc1Br
CC(Br)CBr
FC(F)(Br)Br
BrCBr
CN(N=O)C(=O)c1ccc(cc1)C(=O)N(C)N=O
Oc1ccc(N=O)c(O)c1N=O
O=NN1CN2CN(C1)CN(C2)N=O
C1OC1C2CO2
CCO[P](=O)(OCC)SCCN(CC)CC.OC(=O)C(O)=O
[H+].[Cl-].CCN(CC)CCCl
[O-][N+](=O)OCCOCCO[N+]([O-])=O
CCN(CC)CCCN
CCN(CC)c1cccc2ccccc12
CCO[P](=O)(OCC)N=C1SCCS1
CCO[P](=O)(OCC)N=C1SCC(C)S1
CCO[P](=O)(OCC)N=C1SCS1
CCO[P](=O)(OCC)OC(\C=C\OCCCl)C(Cl)Cl
CCO[P](=S)(OCC)Oc1ccc2C(=C(Cl)C(=O)Oc2c1)C
CCO[P](=O)(OCC)Oc1ccc(cc1)[N+]([O-])=O
CCO[P](=S)(OCC)Oc1cc(Cl)c(Br)cc1Cl
CCO[P](=O)(OCC)OC(=C\Cl)/c1ccc(Cl)cc1Cl
CCO[P](=S)(OCC)Oc1cc(Cl)c(SC)cc1Cl
CCO[P](=S)(OCC)Oc1cnccn1
CCO[P](=S)(OCC)Oc1cnc2ccccc2n1
CCO[P](=S)(OCC)SCSc1cc(Cl)ccc1Cl
CCO[P](=S)(OCC)SC(CCl)N1C(=O)c2ccccc2C1=O
CCO[P](=S)(OCC)SCC[S](=O)CC
CCO[P](=S)(OCC)SCCSCC
CCO[P](=S)(OCC)SCSc1ccc(Cl)cc1
CCO[P](=O)(OCC)Sc1ccc(cc1)[N+]([O-])=O
CCO[P](=S)(OCC)SCSCC
CCO[P](=S)(OCC)SCC(=O)NC(C)C
CCO[P](=O)(OCC)SCC(=O)NC(C)(C)C#N
CCO[P](=S)(OCC)SCCl
CCO[P](=S)(OCC)SCSC(C)(C)C
CCO[P](=S)(OCC)SC[S](=O)CC
CCN(CC)CCCC(C)N
CCN(CC)C#N
CCc1cccc(CC)c1N(COC)C(=O)CCl
CCN(CC)c1ccc(C)cc1
CCN(CC)C(=S)SCC(Cl)=C
CCNNCC
CCN(CC)C(=O)c1ccccc1C
CCO[P](Cl)(=S)OCC
CCN(CC)CCN
CCSCC
C=COC=C
CCOC(OCC)C=C
CCOCOCC
CC(O)CNCC(C)O
CC(C)O[P](=S)(OC(C)C)SCCN[S](=O)(=O)c1ccccc1
CCN(C(C)C)C(C)C
CC(C)N(CCO)C(C)C
CC(C)CCOCCC(C)C
CCCOC(=O)OOC(=O)OCCC
CCCCOC(=O)OOC(=O)OCCCC
CCC(C)NC(C)CC
ClC(=O)c1occc1
[O-][N+](=O)c1ccc(F)c(c1)[N+]([O-])=O
Nc1ccccc1F
Nc1cccc(F)c1
Nc1ccc(F)cc1
Fc1ccccc1
Cc1ccc(F)cc1.Cc2cccc(F)c2.Cc3ccccc3F
Cc1ccccc1F
Cc1cccc(F)c1
Cc1ccc(F)cc1
CF
OC(=O)CF
FCC(=O)NNc1ccccc1
COC(=O)CF
CCOC(=O)CF
CCF
NC(=O)CF
N#CCCCCCC#N
CCCCCCC#N
CCCCCC#C
CCCCCCC(O)=O
CCCC\C=C\C
CCC\C=C\CC
CNC(=O)O\N=C1/[C@@H](Cl)C2C[C@H](C#N)C1C2
ClC(=O)CCCCCCCCC(Cl)=O
CCCCC(CC)COC(=O)OOC(=O)OCC(CC)CCCC
CCC(C)(C)OOC(=O)c1ccccc1
CCCCCCCCCC(=O)OOC(=O)CCCCCCCCC
OCC1CC1
C1C=CC=CC=C1
O=C1CCCCCC1
C1CCC=CCC1
[NH3+][C@H]1CCCC[C@H]1[NH3+]
C1CC=CC=C1
C1C=CCC=C1
CCC(C)C1CCCCC1
CC(C)CC1CCCCC1
CCCCC1CCCCC1
O=C1CCCC=C1
NC1CCCC1
C1C=CC=C1
C1CC=CC1
C1CC\C=C/C=C\C1
C/1=C/C=C\C=C/C=C1
C1CCCCCCC1
C1CCC\C=C/CC1
O=CC1CO1
CCOCC1CO1
C1OC1COc2ccccc2
CC12CCC(CC1)C(C)(C)O2
NCCCCCCN
CC/C=C/C=C
C=CCCC=C
C/C=C/C=C\C
ClC(=O)CCCCC(Cl)=O
CCCCCC#N
CCCCCCS
CCCCC#C
CCCC#CC
CCC#CCC
CCCC(=O)CC
CCC\C=C/C
C/C=C/C(O)C#C
CC(=O)CCC=C
CCCCCC(Cl)=O
Cc1c(cccc1N=C=O)N=C=O
Cc1ccccc1S
Cc1cccc(S)c1
Cc1ccc(S)cc1
Cc1ccc2nc3SC(=O)Sc3nc2c1
CC(C)CS
CCC(C)CS
CC(C)CCS
CC1CCC=CC1
CC1=CCCC1
CCC(C)(O)C#C
CCCC(C)=C
CCC(C)C=C
CC(C)CC=C
CC(C)C(C)O
CCC(C)(C)S
CC=C(C)C
CCCC(C)(C)O
CCC(C)C(C)=O
CCC=C(C)C
CC\C(C)=C\C
C\C=C/C(C)C
C\C(=C\CO)C#C
CCCc1cccc(C)c1
CC(C)(O)C#C
CCC(O)C(C)C
CCC(C)(O)CC
CCC(=O)C(C)C
CCC(CC)C(C)C
Cc1cc(cc(c1O)[N+]([O-])=O)[N+]([O-])=O
CCCc1ccc(C)cc1
COc1ccc(C)cc1N
CNC(=O)O\N=C(/C)SC
CO[P](N)(=S)Oc1ccccc1C(=O)OC(C)C
CO[P](=S)(Oc1cc(Cl)c(Br)cc1Cl)c2ccccc2
CO[P](=S)(NC(C)C)Oc1ccccc1C(=O)OC(C)C
CO[P](N)(=O)SC
CNC(=O)O\N=C(SC)\C(=O)N(C)C
CNC(=O)O\N=C\C(C)(C)SC
CNC(=O)O\N=C(\CSC)C(C)(C)C
CNc1ccccc1
Cc1ccccc1C#N
Cc1cccc(c1)C#N
Cc1ccc(cc1)C#N
Cc1ccc(C=C)cc1
Cc1cccnc1
CCO[P](=O)(OCC)Oc1cc(C)[nH]n1
Cc1ccccc1CBr
CN(Cc1ccccc1)N=O
CCCOC
CC(=C)C(=O)OCC=C
CC(C)COC(=O)C(C)=C
CCCC(C)c1cccc(OC(=O)NC)c1.CCC(CC)c2cccc(OC(=O)NC)c2
Cc1occc1
CCCCCC(C)C
CCCCC(C)CC
CCCC(C)CCC
CC1CCC(=O)CC1
CC1=CC=CC1
C[S](O)(=O)=O
C[S](Cl)(=O)=O
CCCC(C)CC
Cc1ccc2ccccc2n1
Cc1ccnc2ccccc12
Cc1ccc2ncccc2c1
Cc1ccc2cccnc2c1
Cc1cccc2cccnc12
CN1CCOCC1
Cc1ccc2ccccc2c1
CC1CCCCN1
C[C@H]1CCCNC1
CC1CCNCC1
[H+].[Cl-].CN1CCCCC1
Cc1cscc1
CC(=O)C(C)(C)C
COC(C)(C)C
CC1CCCO1
CCCCC(C)O
CC(C)=CC=C
CC(C)CCC#N
CC(=C)CO
CCCCC(C)C
Cc1nccc2ccccc12
Cc1cc2ccccc2cn1
Cc1cncc2ccccc12
Cc1cccc2cnccc12
Cc1ccc2cnccc2c1
Cc1ccc2ccncc2c1
Cc1cccc2ccncc12
CCCCOC
O=COC1CCCCC1
C=CCOC=O
CC(C)COC=O
CC(C)CCOC=O
CCCOC=O
CCCCOC=O
CCCCCCOC=O
CCCCCOC=O
C[S](F)(=O)=O
COC(C)(C)CC(C)=O
COc1ccc(cc1)C(Cl)=O
[Cl-].COc1ccc(Nc2ccc(cc2)[N+]#N)cc1
COC(C)CCOC(C)=O
COCC(=O)OC
COCN=C=O
ClC(=O)c1cccc(c1)C(Cl)=O
Oc1cc(O)cc(O)c1
O[S](=O)(=O)c1cccc(c1)[N+]([O-])=O
CC(C)c1cccc(O)c1
CC1(C)C2CCC(C2)C1=C
NCc1occc1
OC1=C(C2CC(Cc3ccccc23)c4ccc(cc4)c5ccccc5)C(=O)c6ccccc6O1
[H+].[Cl-].Nc1ccccc1S
Nc1ccccc1.OC(=O)c2ccccc2C(O)=O
ClC(=O)c1ccccc1C(Cl)=O
O=C1NC(=O)c2ccccc12
Cc1ccccc1[S](Cl)(=O)=O
O[S](=O)(=O)c1ccccc1[N+]([O-])=O
CCc1ccccc1[N+]([O-])=O
CC(C)c1ccccc1O
Cc1ccc(O[P](=O)(Oc2ccc(C)cc2)Oc3ccc(C)cc3)cc1
N#CCCSCCC#N
SCc1occc1
NC=S
Cl[P](Cl)(Cl)=S
CCSC(Cl)=O
CC(S)=O
CN=C=S
NC(N)=S
CSC#N
CCSC#N
CC(C)SC#N
Cc1ccc([NH3+])cc1[NH3+].[O-][S]([O-])(=O)=O
Cc1cc(N)ccc1N.O[S](O)(=O)=O
CCOc1cc(N2CCOCC2)c(OCC)cc1[N+]#N.O[S]([O-])(=O)=O
Nc1ccc(cc1)c2ccc(N)cc2.O[S](O)(=O)=O
CN(C)c1ccc(N)cc1.O[S](O)(=O)=O
Nc1ccccc1.Nc2ccccc2.O[S](O)(=O)=O
NNc1ccccc1.O[S](O)(=O)=O
Nc1ccc(N)cc1.O[S](O)(=O)=O
Nc1cccc(N)c1.O[S](O)(=O)=O
[NH3+]O.[NH3+]O.[O-][S]([O-])(=O)=O
FC(F)(F)C(/Cl)=C(\Cl)C(F)(F)F
FC(F)(F)C(=O)C(F)(F)F
FC(F)=C(F)C(F)(F)F
FC(F)(F)C(F)(F)F
C[C@@]12[C@H]3CC[C@H](O3)[C@]1(C)C(=O)OC2=O
ClC1=C(Cl)C2(Cl)C3CO[S](=O)OCC3C1(Cl)C2(Cl)Cl
ClC(Cl)(Cl)C(=O)C(Cl)(Cl)Cl
ClC1=C(Cl)C(Cl)(Cl)C(=C1Cl)Cl
ClC1C(Cl)C(Cl)C(Cl)C(Cl)C1Cl
ClC(Cl)(Cl)C(Cl)(Cl)Cl
Brc1cc(Br)c(Oc2cc(Br)cc(Br)c2Br)c(Br)c1
Brc1cc(Br)c(Oc2cc(Br)c(Br)cc2Br)cc1Br
Brc1ccc(c(Br)c1Br)c2ccc(Br)c(Br)c2Br
O=C=NCCCCCCN=C=O
CCSC(=O)N1CCCCCC1
C1N2CN3CN1CN(C2)C3
C1CCCNCC1
OCC(O)CCl
OCCCCl
CC(Cl)C=C
CC(Cl)CBr
FC(F)(F)CCl
Nc1cc(Cl)ccc1O
C/C=C/CCl
Cc1ccc(Cl)cc1N
CN(C)C=Nc1ccc(Cl)cc1C
CCC(C)(C)Cl
COc1ccc(Cl)cc1N
Nc1ccc(Cl)cc1[N+]([O-])=O
Oc1ccc(Cl)cc1[N+]([O-])=O
Cc1ccc(Cl)cc1[N+]([O-])=O
CC(Br)CCl
ClCCBr
Cc1cc(O)ccc1Cl
CC(C)CCCl
ClCCCBr
CNC(=O)Oc1ccc(C)c(C)c1Cl
CN(C)c1cc(C)nc(Cl)n1
COc1ccc(N)cc1Cl
Nc1ccc(cc1Cl)[N+]([O-])=O
Nc1ccccc1Cl
Nc1cccc(Cl)c1
Nc1ccc(Cl)cc1
Oc1cccc(Cl)c1
Clc1ccc(cc1)C(C(=O)C2C(=O)c3ccccc3C2=O)c4ccccc4
ClCC#CCOC(=O)Nc1cccc(Cl)c1
ClC(=O)c1ccccc1Cl
ClC(=O)c1ccc(Cl)cc1
Clc1ccccn1
ClCc1ccc(Cl)cc1
OC(=O)CCCl
COC(=O)C(C)Cl
CCOC(=O)C(C)Cl
CCOC(=O)CCCl
CC(C)OC(=O)C(C)Cl
CCO[P](Cl)(=O)OCC
CC(C)(C)Cl
CC(C)CCl
CCCCCCCl
CCC(C)Cl
FC(F)(Cl)Br
Fc1ccccc1Cl
Fc1cccc(Cl)c1
Fc1ccc(Cl)cc1
Oc1ccccc1[Hg]Cl
Cl[S](=O)(=O)O[S](Cl)(=O)=O
[Cl-].[Cl-].C[N+](C)(C)CCOC(=O)CCC(=O)OCC[N+](C)(C)C
ClC1CCCC1
Clc1ccc(cc1)c2ccccc2
Cc1cccc(Cl)c1
Cc1ccc(Cl)cc1
CCOCCl
CCCCC(CC)COC(Cl)=O
ClC(=O)Oc1ccccc1
ClC(=O)OCc1ccccc1
ClC(=O)OC1CCC1
COC(Cl)=O
ClCOC(Cl)=O
ClC(=O)OC(Cl)(Cl)Cl
CC(C)OC(Cl)=O
CC(C)COC(Cl)=O
CCCOC(Cl)=O
CCCCOC(Cl)=O
Cc1cccc(O)c1Cl
Cc1ccc(Cl)c(O)c1
FC(F)(F)c1ccccc1Cl
FC(F)(F)c1cccc(Cl)c1
[O-][N+](=O)c1ccccc1Cl
ClCBr
ClCC#N
CCCCOC(=O)CCl
ClCC(=O)OC(=O)CCl
CC(C)(C)OC(=O)CCl
ClCC(=O)OC=C
CC(C)OC(=O)CCl
CC(=O)CC(=O)Nc1ccccc1Cl
CCOC(=O)CCCCl
Nc1ccc2ccccc2c1
O=C1OC(=O)c2cccc3cccc1c23
NC(=S)Nc1cccc2ccccc12
N#Cc1cccc2ccccc12
COC(C)(C)CC(C)(N=NC(C)(CC(C)(C)OC)C#N)C#N
CC(C)CC(C)(N=NC(C)(CC(C)C)C#N)C#N
CCOC(=O)C(C)CN=NCC(C)C(=O)OCC
CCC(C)(N=NC(C)(CC)C#N)C#N
N#CC1(CCCCC1)N=NC2(CCCCC2)C#N
NC(=O)N=NC(N)=O
CC(C)(N=NC(C)(C)C#N)C#N
CCOB(OCC)OCC
CC(C)OB(OC(C)C)OC(C)C
OC(=O)C(F)(F)C(F)(F)C(F)(F)F
Brc1cccc(Oc2c(Br)c(Br)c(Br)c(Br)c2Br)c1Br
ClC1C=CC2C1C3(Cl)C(=C(Cl)C2(Cl)C3(Cl)Cl)Cl
CC(O)C(C)=O
OCC#N
CCSCCO
CCOC(=O)C(C)(C)O
CN(CCO)[S](=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
CC1(C)C(C=C(Cl)Cl)C1C(=O)OC(C#N)c2cccc(Oc3ccccc3)c2
OC(=O)c1ccc(cc1)C#N
OC(=O)CC#N
Clc1nc(Cl)nc(Cl)n1
N.CC(S)C(O)=O
OC(=O)CS
O[S](=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)[S](F)(=O)=O
ClSC(Cl)(Cl)Cl
ClC1(Cl)C2(Cl)C3(Cl)C4(Cl)C(Cl)(Cl)C5(Cl)C3(Cl)C1(Cl)C5(Cl)C24Cl
CCCCCCCCCc1ccc(OCCOCCO)cc1
CCCCCCCCC[Si](Cl)(Cl)Cl
CCCCCC\C=C\C
CCCCC\C=C/CC
CCCC/C=C/CCC
O=[P](N1CC1)(N2CC2)N3CC3
CC1CN1[P](=O)(N2CC2C)N3CC3C
IC(I)I
OC(=O)C(I)(I)I
CCCCB(CCCC)CCCC
CCCCS[P](=O)(SCCCC)SCCCC
CC(=O)C(F)(F)F
CCCCOC(=O)C(C)Oc1ccc(Oc2ccc(cn2)C(F)(F)F)cc1
Nc1ccccc1C(F)(F)F
Nc1cccc(c1)C(F)(F)F
FC(F)F
FC(F)=C(F)Br
OCC(F)(F)F
OC(=O)C(F)(F)F
FC(F)(F)C(=O)OC(=O)C(F)(F)F
CCOC(=O)C(F)(F)F
CC(F)(F)F
FC(F)(F)C(Cl)=O
Cc1cccc(C)c1C
CC(C)C(C)(C)C
CC1CC(N)CC(C)(C)C1
CC(CCCCN)C(C)(C)N
CCC(C)CC(C)(C)C
CC(C)CCC(C)(C)C
CB(C)C
CC(C)(C)CC(C)(C)OOC(=O)COc1ccccc1
CCC(C)C(C)(C)C
CC(C)C(C)C(C)C
CC(C)(C)C(Cl)=O
CCCCC(C)C(C)C.CCCC(C)CC(C)C.CC(C)CC(C)C(C)C
C=CCOc1nc(OCC=C)nc(OCC=C)n1
C[C](C)C
FC(F)(Cl)C(F)(Cl)Cl
ClCC(Cl)C(Cl)=C
Clc1ccc(cc1)C(c2ccc(Cl)cc2)C(Cl)(Cl)Cl
Nc1cc(Cl)c(Cl)cc1Cl
Nc1c(Cl)cc(Cl)cc1Cl
Oc1cc(Cl)c(Cl)cc1Cl
Oc1c(Cl)cc(Cl)cc1Cl
CC(Oc1cc(Cl)c(Cl)cc1Cl)C(O)=O
